45	он	он	PRON	PRP	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#17.196#17.508
46	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#17.508#17.82
47	такой	такой	DET	DT	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#17.82#18.132
48	там	там	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#18.132#18.444
49	или	или	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#18.444#18.756
50	все	весь	DET	DT	Case=Nom|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#18.756#19.068
51	равны	равна	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#19.068#19.412
52	вы	вы	PRON	PRP	Case=Nom|Number=Plur|Person=2	_	_	_	@dib1981m-words#@dib1981m-words#20.49#20.618
53	так	так	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#20.618#20.746
54	считаете	считать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#20.746#20.874
55	?	?	PUNCT	.	_	_	_	_	@dib1981m-words#@dib1981m-words#20.874#21.004
56	а	а	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#22.521#22.639
57	как	как	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#22.639#22.757
58	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#22.757#22.875
59	тогда	тогда	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#22.875#22.993
60	?	?	PUNCT	.	_	_	_	_	@dib1981m-words#@dib1981m-words#22.993#23.112
61	ну	на	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#38.894#39.082
62	она	она	PRON	PRP	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#39.082#39.27
63	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#39.27#39.458
64	может	мочь	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#39.458#39.646
65	себя	себя	PRON	PRP	Case=Acc|Reflex=Yes	_	_	_	@dib1981m-words#@dib1981m-words#39.646#39.834
66	чувствовать	чувствовать	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#39.834#40.022
67	на	на	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#40.022#40.21
68	равных	равный	NOUN	NN	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#40.21#40.398
69	с	с	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#40.398#40.586
70	мужчиной	мужчина	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#40.586#40.774
71	в	в	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#40.774#40.962
72	безопасности	безопасность	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#40.962#41.159
73	или	или	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#41.932#42.045
74	нет	нет	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#42.045#42.158
75	?	?	PUNCT	.	_	_	_	_	@dib1981m-words#@dib1981m-words#42.158#42.271
76	Так	Так	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#43.513#43.771
77	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#43.771#44.029
78	как	как	ADV	WRB	_	_	_	_	@dib1981m-words#@dib1981m-words#44.029#44.287
79	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#44.287#44.545
80	то	то	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#44.545#44.803
81	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#44.803#45.061
82	тут	тут	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#45.061#45.319
83	равноправие	равноправие	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#45.319#45.577
84	абсолютное	абсолютный	ADJ	JJL	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#45.577#45.835
85	мне	мна	PRON	PRP	Case=Dat|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#45.835#46.093
86	кажется	казаться	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dib1981m-words#@dib1981m-words#46.093#46.351
87	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#46.351#46.609
88	мы	мы	PRON	PRP	Case=Nom|Number=Plur|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#46.609#46.867
89	далеко	далеко	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#46.867#47.125
90	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#47.125#47.383
91	защищены	защистить	VERB	VBNH	Animacy=Inan|Aspect=Perf|Case=Nom|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@dib1981m-words#@dib1981m-words#47.383#47.644
92	Ну	на	PROPN	NNP	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#66.711#67.059
93	Конечно	конечно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#67.592#68.236
94	возможно	возможно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#75.63#75.935
95	меня	я	PRON	PRP	Case=Gen|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#75.935#76.24
96	сейчас	сейчас	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#76.24#76.545
97	покалечат	покалечить	VERB	VBC	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#76.545#76.85
98	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#76.85#77.155
99	конечно	конечно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#77.155#77.46
100	думаю	думать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#77.46#77.771
101	вот	вот	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#78.016#78.289
102	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#78.289#78.562
103	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#78.562#78.835
104	бы	бы	AUX	RP	_	_	_	_	@dib1981m-words#@dib1981m-words#78.835#79.108
105	обладаю	обладать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#79.108#79.381
106	маленькой	маленька	ADJ	JJL	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#79.381#79.654
107	комплекцией	комплекция	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#79.654#79.927
108	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#79.927#80.2
109	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#80.2#80.473
110	всю	весь	DET	DT	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#80.473#80.746
111	жизнь	жизнь	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#80.746#81.019
112	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#81.019#81.292
113	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#81.292#81.565
114	был	быть	AUX	VBC	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin	_	_	_	@dib1981m-words#@dib1981m-words#81.565#81.838
115	как	как	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#81.838#82.111
116	бы	бы	AUX	RP	_	_	_	_	@dib1981m-words#@dib1981m-words#82.111#82.384
117	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#82.384#82.657
118	самый	самый	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#82.657#82.93
119	маленький	маленький	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#82.93#83.203
120	в	в	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#83.203#83.476
121	классе	класс	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#83.476#83.749
122	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#83.749#84.022
123	конечно	конечно	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#84.022#84.295
124	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#84.295#84.568
125	опасаюсь	опасаюсь	PROPN	NNP	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#84.568#84.841
126	людей	человек	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#84.841#85.114
127	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#85.114#85.387
128	которые	который	PRON	AWP	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#85.387#85.66
129	сильнее	сильный	ADV	RBR	Degree=Cmp	_	_	_	@dib1981m-words#@dib1981m-words#85.66#85.933
130	меня	я	PRON	PRP	Case=Acc|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#85.933#86.206
131	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#86.206#86.479
132	инстинкт	инстинкт	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#86.479#86.752
133	самосохранения	самосохранение	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#86.752#87.025
134	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#87.025#87.298
135	а	а	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#87.298#87.571
136	девушки	девушка	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#87.571#87.844
137	просто	просто	PART	UH	_	_	_	_	@dib1981m-words#@dib1981m-words#87.844#88.117
138	в	в	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#88.117#88.39
139	большинстве	большинство	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#88.39#88.663
140	своем	свой	DET	PRP$	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#88.663#88.936
141	они	они	PRON	PRP	Case=Nom|Number=Plur|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#88.936#89.209
142	меньше	мало	ADV	RBR	Degree=Cmp	_	_	_	@dib1981m-words#@dib1981m-words#89.209#89.482
143	мужчин	мужчина	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#89.482#89.755
144	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#89.755#90.028
145	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#90.028#90.301
146	поэтому	поэтому	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#90.301#90.574
147	да	да	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#90.574#90.847
148	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#90.847#91.12
149	здесь	здесь	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#91.12#91.393
150	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#91.393#91.666
151	с	с	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#91.666#91.939
152	вами	ва	NOUN	NN	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#91.939#92.212
153	полностью	полностью	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#92.212#92.485
154	согласен	согласить	ADJ	JJH	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@dib1981m-words#@dib1981m-words#92.485#92.758
155	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#92.758#93.031
156	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#93.031#93.304
157	думаю	думать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#93.304#93.577
158	тоже	тоже	PART	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#93.577#93.85
159	самое	самый	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#93.85#94.123
160	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#94.123#94.396
161	и	и	CCONJ	CC	_	_	_	_	@dib1981m-words#@dib1981m-words#94.396#94.669
162	моя	мой	DET	PRP$	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#94.669#94.942
163	опасность	опасность	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#94.942#95.215
164	находясь	находиться	VERB	VBG	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#95.215#95.488
165	на	на	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#95.488#95.761
166	улице	улица	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#95.761#96.034
167	с	с	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#96.034#96.307
168	отморозками	отморозк	NOUN	NN	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#96.307#96.58
169	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#96.58#96.853
170	нуу	нуа	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#96.853#97.126
171	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#97.126#97.399
172	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#97.399#97.672
173	думаю	думать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#97.672#97.945
174	не	не	PART	NEG	Polarity=Neg	_	_	_	@dib1981m-words#@dib1981m-words#97.945#98.218
175	крайне	крайне	ADV	RB	Degree=Pos	_	_	_	@dib1981m-words#@dib1981m-words#98.218#98.491
176	меньше	мало	ADV	RBR	Degree=Cmp	_	_	_	@dib1981m-words#@dib1981m-words#98.491#98.788
177	если	если	SCONJ	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#99.516#99.739
178	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@dib1981m-words#@dib1981m-words#99.739#99.962
179	выгляжу	выгляж	NOUN	NN	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#99.962#100.185
180	вызывающе	вызывающе	ADV	RBR	Degree=Cmp	_	_	_	@dib1981m-words#@dib1981m-words#100.185#100.408
181	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#100.408#100.631
182	как…	как…	PROPN	NNP	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#100.631#100.854
183	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#100.854#101.077
184	в	в	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#101.077#101.3
185	девушка	девушка	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#101.3#101.523
186	может	мочь	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#101.523#101.746
187	выглядеть	выглядеть	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#101.746#101.969
188	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#101.969#102.192
189	вызывать	вызывать	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#102.192#102.415
190	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#102.415#102.638
191	вызывать	вызывать	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#102.638#102.861
192	у	у	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#102.861#103.084
193	них	они	PRON	PRP	Case=Gen|Number=Plur|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#103.084#103.307
194	интерес	интерес	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#103.307#103.53
195	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#103.53#103.753
196	у	у	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#103.753#103.976
197	мужчин	мужчина	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@dib1981m-words#@dib1981m-words#103.976#104.199
198	также	также	PART	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#104.199#104.422
199	может	мочь	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#104.422#104.645
200	выглядеть	выглядеть	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#104.645#104.868
201	вызывающе	вызывающе	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#104.868#105.091
202	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#105.091#105.314
203	с	с	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#105.314#105.537
204	сережкой	сережка	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#105.537#105.76
205	в	в	ADP	IN	_	_	_	_	@dib1981m-words#@dib1981m-words#105.76#105.983
206	ухе	ух	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#105.983#106.206
207	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#106.206#106.429
208	он	он	PRON	PRP	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@dib1981m-words#@dib1981m-words#106.429#106.652
209	также…	также…	PROPN	NNP	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dib1981m-words#@dib1981m-words#106.652#106.875
210	вз	вз	VERB	VBC	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@dib1981m-words#@dib1981m-words#106.875#107.098
211	/	/	SYM	SYM	_	_	_	_	@dib1981m-words#@dib1981m-words#107.098#107.321
